dog_stages,expanded_urls,name,rating_denominator,rating_numerator,text,timestamp,tweet_id,User_followers,favorite_count,retweet_count,jpg_url,img_num,p1,p1_conf,p2,p2_conf,p3,p3_conf,Prediction,dog_type,confidence_level
,https://twitter.com/dog_rates/status/892420643555336193/photo/1,Phineas,10.0,13.0,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,2017-08-01 16:23:56,892420643555336193,8117686.0,37471.0,8162.0,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,orange,0.0970486,bagel,0.08585110000000001,banana,0.07611,not dog,not_dog,
,https://twitter.com/dog_rates/status/892177421306343426/photo/1,Tilly,10.0,13.0,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",2017-08-01 00:17:27,892177421306343426,8117686.0,32213.0,6042.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,chihuahua,0.323581,pekinese,0.0906465,papillon,0.0689569,dog,chihuahua,0.323581
,https://twitter.com/dog_rates/status/891815181378084864/photo/1,Archie,10.0,12.0,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,2017-07-31 00:18:03,891815181378084864,8117686.0,24281.0,3999.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,chihuahua,0.716012,malamute,0.078253,kelpie,0.0313789,dog,chihuahua,0.716012
,https://twitter.com/dog_rates/status/891689557279858688/photo/1,Darla,10.0,13.0,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,2017-07-30 15:58:51,891689557279858688,8117686.0,40801.0,8317.0,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,paper_towel,0.17027799999999998,labrador_retriever,0.168086,spatula,0.0408359,not_certain,labrador_retriever,0.168086
,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",Franklin,10.0,12.0,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",2017-07-29 16:00:24,891327558926688256,8117686.0,39016.0,9011.0,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,basset,0.555712,english_springer,0.22577,german_short-haired_pointer,0.175219,dog,basset,0.555712
,https://twitter.com/dog_rates/status/891087950875897856/photo/1,,10.0,13.0,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,2017-07-29 00:08:17,891087950875897856,8117686.0,19612.0,2990.0,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,chesapeake_bay_retriever,0.425595,irish_terrier,0.116317,indian_elephant,0.07690219999999999,not_certain,chesapeake_bay_retriever,0.425595
,"https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",Jax,10.0,13.0,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",2017-07-28 16:27:12,890971913173991426,8117686.0,11455.0,1984.0,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,appenzeller,0.34170300000000003,border_collie,0.199287,ice_lolly,0.193548,not_certain,appenzeller,0.34170300000000003
,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",,10.0,13.0,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,2017-07-28 00:22:40,890729181411237888,8117686.0,63211.0,18130.0,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,pomeranian,0.566142,eskimo_dog,0.17840599999999998,pembroke,0.0765069,dog,pomeranian,0.566142
,https://twitter.com/dog_rates/status/890609185150312448/photo/1,Zoey,10.0,13.0,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,2017-07-27 16:25:51,890609185150312448,8117686.0,26972.0,4103.0,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,irish_terrier,0.487574,irish_setter,0.193054,chesapeake_bay_retriever,0.118184,dog,irish_terrier,0.487574
doggo,https://twitter.com/dog_rates/status/890240255349198849/photo/1,Cassie,10.0,14.0,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,2017-07-26 15:59:51,890240255349198849,8117686.0,30909.0,7093.0,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,pembroke,0.511319,cardigan,0.451038,chihuahua,0.0292482,dog,pembroke,0.511319
,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",Koda,10.0,13.0,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,2017-07-26 00:31:25,890006608113172480,8117686.0,29728.0,7050.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,samoyed,0.957979,pomeranian,0.0138835,chow,0.00816748,dog,samoyed,0.957979
,https://twitter.com/dog_rates/status/889880896479866881/photo/1,Bruno,10.0,13.0,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,2017-07-25 16:11:53,889880896479866881,8117686.0,26975.0,4787.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,french_bulldog,0.377417,labrador_retriever,0.151317,muzzle,0.0829811,not_certain,french_bulldog,0.377417
puppo,https://twitter.com/dog_rates/status/889665388333682689/photo/1,,10.0,13.0,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,2017-07-25 01:55:32,889665388333682689,8117686.0,46590.0,9649.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,pembroke,0.966327,cardigan,0.0273557,basenji,0.00463323,dog,pembroke,0.966327
,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",Ted,10.0,12.0,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,2017-07-25 00:10:02,889638837579907072,8117686.0,26257.0,4361.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,french_bulldog,0.99165,boxer,0.00212864,staffordshire_bullterrier,0.00149818,dog,french_bulldog,0.99165
puppo,https://twitter.com/dog_rates/status/889531135344209921/photo/1,Stuart,10.0,13.0,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,2017-07-24 17:02:04,889531135344209921,8117686.0,14641.0,2165.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden_retriever,0.953442,labrador_retriever,0.0138341,redbone,0.00795775,dog,golden_retriever,0.953442
,https://twitter.com/dog_rates/status/889278841981685760/video/1,Oliver,10.0,13.0,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,2017-07-24 00:19:32,889278841981685760,8117686.0,24469.0,5175.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,borzoi,0.194742,saluki,0.0273507,dog,whippet,0.626152
,https://twitter.com/dog_rates/status/888917238123831296/photo/1,Jim,10.0,12.0,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,2017-07-23 00:22:39,888917238123831296,8117686.0,28215.0,4338.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,0.714719,tibetan_mastiff,0.120184,labrador_retriever,0.105506,dog,golden_retriever,0.714719
,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",Zeke,10.0,13.0,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,2017-07-22 16:56:37,888804989199671297,8117686.0,24762.0,4119.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,labrador_retriever,0.184172,english_setter,0.0734817,dog,golden_retriever,0.46976
,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",Ralphus,10.0,13.0,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,2017-07-22 00:23:06,888554962724278272,8117686.0,19207.0,3397.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,siberian_husky,0.700377,eskimo_dog,0.166511,malamute,0.111411,dog,siberian_husky,0.700377
,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",Gerald,10.0,12.0,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,2017-07-20 16:49:33,888078434458587136,8117686.0,21073.0,3349.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,french_bulldog,0.995026,pug,0.000931908,bull_mastiff,0.000903211,dog,french_bulldog,0.995026
,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Jeffrey,10.0,13.0,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,2017-07-19 16:06:48,887705289381826560,8117686.0,29261.0,5173.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,redbone,0.0875815,weimaraner,0.026236400000000003,dog,basset,0.821664
,https://twitter.com/dog_rates/status/887517139158093824/video/1,,10.0,14.0,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,2017-07-19 03:39:09,887517139158093824,8117686.0,44873.0,11257.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine,0.130432,tow_truck,0.0291754,shopping_cart,0.0263208,not dog,not_dog,
,https://twitter.com/dog_rates/status/887343217045368832/video/1,,10.0,13.0,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,2017-07-18 16:08:03,887343217045368832,8117686.0,32616.0,10033.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,mexican_hairless,0.330741,sea_lion,0.275645,weimaraner,0.134203,not_certain,mexican_hairless,0.330741
,https://twitter.com/dog_rates/status/887101392804085760/photo/1,,10.0,12.0,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,2017-07-18 00:07:08,887101392804085760,8117686.0,29626.0,5729.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,samoyed,0.733942,eskimo_dog,0.0350295,staffordshire_bullterrier,0.029704700000000007,dog,samoyed,0.733942
,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",Maya,10.0,13.0,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,2017-07-17 16:17:36,886983233522544640,8117686.0,33995.0,7452.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,chihuahua,0.793469,toy_terrier,0.143528,can_opener,0.0322529,not_certain,chihuahua,0.793469
,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",Mingus,10.0,13.0,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",2017-07-16 23:58:41,886736880519319552,8117686.0,11651.0,3136.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,great_pyrenees,0.186136,dandie_dinmont,0.08634630000000001,dog,kuvasz,0.309706
,https://twitter.com/dog_rates/status/886680336477933568/photo/1,Derek,10.0,13.0,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,2017-07-16 20:14:00,886680336477933568,8117686.0,21741.0,4289.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,0.738995,sports_car,0.139952,car_wheel,0.0441727,not dog,not_dog,
pupper,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",Roscoe,10.0,12.0,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,2017-07-15 23:25:31,886366144734445568,8117686.0,20504.0,3078.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,french_bulldog,0.999201,chihuahua,0.000361178,boston_bull,7.55616e-05,dog,french_bulldog,0.999201
,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Waffles,10.0,13.0,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,2017-07-15 16:17:19,886258384151887873,8117686.0,27118.0,6069.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,shower_cap,0.0252856,siamese_cat,0.00284892,not_certain,pug,0.943575
,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Jimbo,10.0,12.0,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,2017-07-14 22:10:11,885984800019947520,8117686.0,31592.0,6522.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,blenheim_spaniel,0.972494,shih-tzu,0.00663012,bernese_mountain_dog,0.00623915,dog,blenheim_spaniel,0.972494
,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Maisey,10.0,13.0,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,2017-07-13 15:58:47,885528943205470208,8117686.0,34866.0,6180.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,labrador_retriever,0.265835,kuvasz,0.134697,dog,pug,0.369275
,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",,10.0,13.0,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,2017-07-12 16:03:00,885167619883638784,8117686.0,21238.0,4219.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,siberian_husky,0.0717125,eskimo_dog,0.0557697,dog,malamute,0.8124819999999999
,https://twitter.com/dog_rates/status/884925521741709313/photo/1,Earl,10.0,12.0,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",2017-07-12 00:01:00,884925521741709313,8117686.0,74945.0,17543.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,italian_greyhound,0.259916,american_staffordshire_terrier,0.198451,staffordshire_bullterrier,0.127725,dog,italian_greyhound,0.259916
,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",Lola,10.0,13.0,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,2017-07-11 20:47:12,884876753390489601,8117686.0,27021.0,5405.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,norwich_terrier,0.106075,norfolk_terrier,0.0373485,dog,chow,0.822103
,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin,10.0,13.0,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,2017-07-11 00:00:02,884562892145688576,8117686.0,23531.0,4507.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,french_bulldog,0.404291,brabancon_griffon,0.0440019,dog,pug,0.5464060000000001
,https://twitter.com/dog_rates/status/884441805382717440/photo/1,,10.0,14.0,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",2017-07-10 15:58:53,884441805382717440,8117686.0,26177.0,5458.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,pembroke,0.993225,cardigan,0.00321648,chihuahua,0.00208089,dog,pembroke,0.993225
doggo,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi,10.0,12.0,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,2017-07-09 21:29:42,884162670584377345,8117686.0,19739.0,2872.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,german_shepherd,0.707046,malinois,0.199396,norwegian_elkhound,0.0491476,dog,german_shepherd,0.707046
,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noah,10.0,12.0,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,2017-07-09 00:00:04,883838122936631299,8117686.0,21190.0,3314.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,doberman,0.610946,miniature_pinscher,0.299603,kelpie,0.0630203,dog,doberman,0.610946
,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",Bella,10.0,13.5,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",2017-07-08 00:28:19,883482846933004288,8117686.0,44497.0,9541.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,labrador_retriever,0.032409,kuvasz,0.00550072,dog,golden_retriever,0.943082
floofer,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwald,10.0,13.0,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,2017-07-07 16:22:55,883360690899218434,8117686.0,21986.0,3572.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,tibetan_mastiff,0.00709872,newfoundland,0.00214033,dog,chow,0.987997
,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",,10.0,13.0,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",2017-07-07 00:17:54,883117836046086144,8117686.0,35998.0,6412.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,labrador_retriever,0.045947900000000014,kuvasz,0.00247094,dog,golden_retriever,0.949562
,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",Rusty,10.0,13.0,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,2017-07-06 15:58:11,882992080364220416,8117686.0,23184.0,3776.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,eskimo_dog,0.466778,siberian_husky,0.406044,dingo,0.07341439999999999,not_certain,eskimo_dog,0.466778
pupper,https://twitter.com/dog_rates/status/882762694511734784/photo/1,Gus,10.0,12.0,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,2017-07-06 00:46:41,882762694511734784,8117686.0,27397.0,4720.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,labrador_retriever,0.85005,chesapeake_bay_retriever,0.074257,flat-coated_retriever,0.015579399999999997,dog,labrador_retriever,0.85005
,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Stanley,10.0,13.0,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,2017-07-05 15:48:34,882627270321602560,8117687.0,27065.0,5868.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,pembroke,0.542982,chihuahua,0.251988,cardigan,0.107699,dog,pembroke,0.542982
,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",Alfy,10.0,13.0,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,2017-07-04 16:01:23,882268110199369728,8117687.0,43514.0,11173.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,labrador_retriever,0.0989849,cocker_spaniel,0.0171995,dog,golden_retriever,0.762211
,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",Koko,10.0,13.0,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",2017-07-04 01:18:17,882045870035918850,8117687.0,28405.0,4762.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web_site,0.949591,dhole,0.0173258,golden_retriever,0.00694063,not_certain,golden_retriever,0.00694063
,https://twitter.com/dog_rates/status/881906580714921986/photo/1,Rey,10.0,12.0,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,2017-07-03 16:04:48,881906580714921986,8117687.0,23560.0,3276.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,weimaraner,0.291539,chesapeake_bay_retriever,0.278966,koala,0.12701700000000002,not_certain,weimaraner,0.291539
,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Gary,10.0,13.0,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,2017-07-03 00:11:11,881666595344535552,8117687.0,49053.0,10291.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,saluki,0.529012,afghan_hound,0.25000300000000003,golden_retriever,0.16073900000000002,dog,saluki,0.529012
pupper,https://twitter.com/dog_rates/status/881536004380872706/video/1,,10.0,14.0,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",2017-07-02 15:32:16,881536004380872706,8117687.0,47883.0,15372.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,samoyed,0.281463,angora,0.272066,persian_cat,0.114854,not_certain,samoyed,0.281463
,https://twitter.com/dog_rates/status/881268444196462592/photo/1,Elliot,10.0,12.0,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,2017-07-01 21:49:04,881268444196462592,8117687.0,22430.0,5006.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,tusker,0.473303,indian_elephant,0.245646,ibex,0.0556607,not dog,not_dog,
,https://twitter.com/dog_rates/status/880935762899988482/photo/1,Louis,10.0,13.0,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,2017-06-30 23:47:07,880935762899988482,8117687.0,16512.0,2685.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,street_sign,0.251801,umbrella,0.115123,traffic_light,0.0695338,not dog,not_dog,
